m,TagName,
"2012-10-01 00:00:00","ruby","2249"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3178"
"2012-11-01 00:00:00","c#","12186"
"2012-11-01 00:00:00","c++","6244"
"2012-11-01 00:00:00","delphi","440"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13515"
"2012-11-01 00:00:00","javascript","12281"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11685"
"2012-11-01 00:00:00","python","6377"
"2012-11-01 00:00:00","r","1344"
"2012-11-01 00:00:00","ruby","2123"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","260"
"2012-12-01 00:00:00","c","2554"
"2012-12-01 00:00:00","c#","10892"
"2012-12-01 00:00:00","c++","5662"
"2012-12-01 00:00:00","delphi","426"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12343"
"2012-12-01 00:00:00","javascript","11687"
"2012-12-01 00:00:00","perl","550"
"2012-12-01 00:00:00","php","10967"
"2012-12-01 00:00:00","python","5729"
"2012-12-01 00:00:00","r","1209"
"2012-12-01 00:00:00","ruby","1901"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","290"
"2013-01-01 00:00:00","c","2892"
"2013-01-01 00:00:00","c#","12694"
"2013-01-01 00:00:00","c++","6007"
"2013-01-01 00:00:00","delphi","479"
"2013-01-01 00:00:00","go","100"
"2013-01-01 00:00:00","java","13625"
"2013-01-01 00:00:00","javascript","13725"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12785"
"2013-01-01 00:00:00","python","6537"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2294"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3082"
"2013-02-01 00:00:00","c#","12434"
"2013-02-01 00:00:00","c++","6033"
"2013-02-01 00:00:00","delphi","444"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13605"
"2013-02-01 00:00:00","javascript","13563"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12437"
"2013-02-01 00:00:00","python","6704"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3412"
"2013-03-01 00:00:00","c#","14182"
"2013-03-01 00:00:00","c++","7147"
"2013-03-01 00:00:00","delphi","520"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15814"
"2013-03-01 00:00:00","javascript","15212"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","13996"
"2013-03-01 00:00:00","python","7582"
"2013-03-01 00:00:00","r","1839"
"2013-03-01 00:00:00","ruby","2548"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","328"
"2013-04-01 00:00:00","c","3513"
"2013-04-01 00:00:00","c#","13805"
"2013-04-01 00:00:00","c++","7079"
"2013-04-01 00:00:00","delphi","506"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16092"
"2013-04-01 00:00:00","javascript","15226"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13288"
"2013-04-01 00:00:00","python","7893"
"2013-04-01 00:00:00","r","1828"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c","3177"
"2013-05-01 00:00:00","c#","13359"
"2013-05-01 00:00:00","c++","6787"
"2013-05-01 00:00:00","delphi","526"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15129"
"2013-05-01 00:00:00","javascript","14956"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12976"
"2013-05-01 00:00:00","python","7772"
"2013-05-01 00:00:00","r","1772"
"2013-05-01 00:00:00","ruby","2331"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2921"
"2013-06-01 00:00:00","c#","12682"
"2013-06-01 00:00:00","c++","6163"
"2013-06-01 00:00:00","delphi","473"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13803"
"2013-06-01 00:00:00","javascript","14480"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12593"
"2013-06-01 00:00:00","python","7555"
"2013-06-01 00:00:00","r","1760"
"2013-06-01 00:00:00","ruby","2212"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","294"
"2013-07-01 00:00:00","c","2986"
"2013-07-01 00:00:00","c#","14047"
"2013-07-01 00:00:00","c++","6540"
"2013-07-01 00:00:00","delphi","502"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15029"
"2013-07-01 00:00:00","javascript","16689"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14172"
"2013-07-01 00:00:00","python","8565"
"2013-07-01 00:00:00","r","1952"
"2013-07-01 00:00:00","ruby","2428"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2991"
"2013-08-01 00:00:00","c#","13742"
"2013-08-01 00:00:00","c++","6206"
"2013-08-01 00:00:00","delphi","446"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14911"
"2013-08-01 00:00:00","javascript","16712"
"2013-08-01 00:00:00","perl","830"
"2013-08-01 00:00:00","php","14173"
"2013-08-01 00:00:00","python","7899"
"2013-08-01 00:00:00","r","1907"
"2013-08-01 00:00:00","ruby","2472"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","288"
"2013-09-01 00:00:00","c","3365"
"2013-09-01 00:00:00","c#","13635"
"2013-09-01 00:00:00","c++","6481"
"2013-09-01 00:00:00","delphi","485"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16105"
"2013-09-01 00:00:00","javascript","17554"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14087"
"2013-09-01 00:00:00","python","7911"
"2013-09-01 00:00:00","r","1700"
"2013-09-01 00:00:00","ruby","2377"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","374"
"2013-10-01 00:00:00","c","4212"
"2013-10-01 00:00:00","c#","15077"
"2013-10-01 00:00:00","c++","7907"
"2013-10-01 00:00:00","delphi","517"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","java","18547"
"2013-10-01 00:00:00","javascript","19562"
"2013-10-01 00:00:00","perl","810"
"2013-10-01 00:00:00","php","15146"
"2013-10-01 00:00:00","python","9426"
"2013-10-01 00:00:00","r","2074"
"2013-10-01 00:00:00","ruby","2781"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","415"
"2013-11-01 00:00:00","c","4248"
"2013-11-01 00:00:00","c#","14472"
"2013-11-01 00:00:00","c++","8057"
"2013-11-01 00:00:00","delphi","456"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18554"
"2013-11-01 00:00:00","javascript","18336"
"2013-11-01 00:00:00","perl","817"
"2013-11-01 00:00:00","php","14677"
"2013-11-01 00:00:00","python","9439"
"2013-11-01 00:00:00","r","2172"
"2013-11-01 00:00:00","ruby","2567"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","353"
"2013-12-01 00:00:00","c","3480"
"2013-12-01 00:00:00","c#","13518"
"2013-12-01 00:00:00","c++","6955"
"2013-12-01 00:00:00","delphi","446"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17284"
"2013-12-01 00:00:00","javascript","17887"
"2013-12-01 00:00:00","perl","760"
"2013-12-01 00:00:00","php","14231"
"2013-12-01 00:00:00","python","8388"
"2013-12-01 00:00:00","r","1901"
"2013-12-01 00:00:00","ruby","2427"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","335"
"2014-01-01 00:00:00","c","3703"
"2014-01-01 00:00:00","c#","15212"
"2014-01-01 00:00:00","c++","7619"
"2014-01-01 00:00:00","delphi","484"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18509"
"2014-01-01 00:00:00","javascript","20945"
"2014-01-01 00:00:00","perl","805"
"2014-01-01 00:00:00","php","16578"
"2014-01-01 00:00:00","python","9788"
"2014-01-01 00:00:00","r","2332"
"2014-01-01 00:00:00","ruby","2746"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3949"
"2014-02-01 00:00:00","c#","15008"
"2014-02-01 00:00:00","c++","7603"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19053"
"2014-02-01 00:00:00","javascript","20975"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16307"
"2014-02-01 00:00:00","python","9838"
"2014-02-01 00:00:00","r","2608"
"2014-02-01 00:00:00","ruby","2588"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","446"
"2014-03-01 00:00:00","c","4526"
"2014-03-01 00:00:00","c#","16037"
"2014-03-01 00:00:00","c++","8603"
"2014-03-01 00:00:00","delphi","439"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21731"
"2014-03-01 00:00:00","javascript","22477"
"2014-03-01 00:00:00","perl","905"
"2014-03-01 00:00:00","php","18106"
"2014-03-01 00:00:00","python","11352"
"2014-03-01 00:00:00","r","2785"
"2014-03-01 00:00:00","ruby","2936"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","358"
"2014-04-01 00:00:00","c","3970"
"2014-04-01 00:00:00","c#","15172"
"2014-04-01 00:00:00","c++","8063"
"2014-04-01 00:00:00","delphi","385"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20636"
"2014-04-01 00:00:00","javascript","21258"
"2014-04-01 00:00:00","perl","819"
"2014-04-01 00:00:00","php","17427"
"2014-04-01 00:00:00","python","10669"
"2014-04-01 00:00:00","r","2713"
"2014-04-01 00:00:00","ruby","2736"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","326"
"2014-05-01 00:00:00","c","3229"
"2014-05-01 00:00:00","c#","13781"
"2014-05-01 00:00:00","c++","6716"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17761"
"2014-05-01 00:00:00","javascript","19591"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14575"
"2014-05-01 00:00:00","python","9173"
"2014-05-01 00:00:00","r","2572"
"2014-05-01 00:00:00","ruby","2666"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","264"
"2014-06-01 00:00:00","c","2746"
"2014-06-01 00:00:00","c#","12367"
"2014-06-01 00:00:00","c++","5603"
"2014-06-01 00:00:00","delphi","414"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15751"
"2014-06-01 00:00:00","javascript","18133"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12827"
"2014-06-01 00:00:00","python","8855"
"2014-06-01 00:00:00","r","2384"
"2014-06-01 00:00:00","ruby","2322"
"2014-06-01 00:00:00","swift","2380"
"2014-07-01 00:00:00","assembly","212"
"2014-07-01 00:00:00","c","2807"
"2014-07-01 00:00:00","c#","13542"
"2014-07-01 00:00:00","c++","6216"
"2014-07-01 00:00:00","delphi","441"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17201"
"2014-07-01 00:00:00","javascript","19956"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14126"
"2014-07-01 00:00:00","python","9851"
"2014-07-01 00:00:00","r","2614"
"2014-07-01 00:00:00","ruby","2547"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2665"
"2014-08-01 00:00:00","c#","12391"
"2014-08-01 00:00:00","c++","5835"
"2014-08-01 00:00:00","delphi","422"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15591"
"2014-08-01 00:00:00","javascript","18294"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13072"
"2014-08-01 00:00:00","python","9062"
"2014-08-01 00:00:00","r","2452"
"2014-08-01 00:00:00","ruby","2454"
"2014-08-01 00:00:00","swift","1685"
"2014-09-01 00:00:00","assembly","274"
"2014-09-01 00:00:00","c","3209"
"2014-09-01 00:00:00","c#","12231"
"2014-09-01 00:00:00","c++","6134"
"2014-09-01 00:00:00","delphi","443"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16506"
"2014-09-01 00:00:00","javascript","17971"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13202"
"2014-09-01 00:00:00","python","8706"
"2014-09-01 00:00:00","r","2351"
"2014-09-01 00:00:00","ruby","2260"
"2014-09-01 00:00:00","swift","1889"
"2014-10-01 00:00:00","assembly","386"
"2014-10-01 00:00:00","c","3775"
"2014-10-01 00:00:00","c#","12451"
"2014-10-01 00:00:00","c++","6775"
"2014-10-01 00:00:00","delphi","406"
"2014-10-01 00:00:00","go","378"
"2014-10-01 00:00:00","java","17726"
"2014-10-01 00:00:00","javascript","18781"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13416"
"2014-10-01 00:00:00","python","9525"
"2014-10-01 00:00:00","r","2754"
"2014-10-01 00:00:00","ruby","2335"
"2014-10-01 00:00:00","swift","2451"
"2014-11-01 00:00:00","assembly","377"
"2014-11-01 00:00:00","c","3637"
"2014-11-01 00:00:00","c#","11771"
"2014-11-01 00:00:00","c++","6505"
"2014-11-01 00:00:00","delphi","422"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17671"
"2014-11-01 00:00:00","javascript","17844"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12892"
"2014-11-01 00:00:00","python","9513"
"2014-11-01 00:00:00","r","2691"
"2014-11-01 00:00:00","ruby","2105"
"2014-11-01 00:00:00","swift","2541"
"2014-12-01 00:00:00","assembly","319"
"2014-12-01 00:00:00","c","3136"
"2014-12-01 00:00:00","c#","11000"
"2014-12-01 00:00:00","c++","6029"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16222"
"2014-12-01 00:00:00","javascript","16865"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12187"
"2014-12-01 00:00:00","python","8996"
"2014-12-01 00:00:00","r","2346"
"2014-12-01 00:00:00","ruby","2138"
"2014-12-01 00:00:00","swift","2472"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3198"
"2015-01-01 00:00:00","c#","11677"
"2015-01-01 00:00:00","c++","6092"
"2015-01-01 00:00:00","delphi","376"
"2015-01-01 00:00:00","go","467"
"2015-01-01 00:00:00","java","16415"
"2015-01-01 00:00:00","javascript","18411"
"2015-01-01 00:00:00","perl","587"
"2015-01-01 00:00:00","php","13475"
"2015-01-01 00:00:00","python","9627"
"2015-01-01 00:00:00","r","2666"
"2015-01-01 00:00:00","ruby","2413"
"2015-01-01 00:00:00","swift","3036"
"2015-02-01 00:00:00","assembly","355"
"2015-02-01 00:00:00","c","3350"
"2015-02-01 00:00:00","c#","11730"
"2015-02-01 00:00:00","c++","6435"
"2015-02-01 00:00:00","delphi","411"
"2015-02-01 00:00:00","go","380"
"2015-02-01 00:00:00","java","16645"
"2015-02-01 00:00:00","javascript","18542"
"2015-02-01 00:00:00","perl","561"
"2015-02-01 00:00:00","php","13401"
"2015-02-01 00:00:00","python","10152"
"2015-02-01 00:00:00","r","2951"
"2015-02-01 00:00:00","ruby","2253"
"2015-02-01 00:00:00","swift","3223"
"2015-03-01 00:00:00","assembly","379"
"2015-03-01 00:00:00","c","3902"
"2015-03-01 00:00:00","c#","13190"
"2015-03-01 00:00:00","c++","7355"
"2015-03-01 00:00:00","delphi","405"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19630"
"2015-03-01 00:00:00","javascript","20406"
"2015-03-01 00:00:00","perl","628"
"2015-03-01 00:00:00","php","14795"
"2015-03-01 00:00:00","python","11530"
"2015-03-01 00:00:00","r","3549"
"2015-03-01 00:00:00","ruby","2452"
"2015-03-01 00:00:00","swift","3577"
"2015-04-01 00:00:00","assembly","433"
"2015-04-01 00:00:00","c","3935"
"2015-04-01 00:00:00","c#","13019"
"2015-04-01 00:00:00","c++","7105"
"2015-04-01 00:00:00","delphi","386"
"2015-04-01 00:00:00","go","386"
"2015-04-01 00:00:00","java","19686"
"2015-04-01 00:00:00","javascript","20802"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14849"
"2015-04-01 00:00:00","python","11367"
"2015-04-01 00:00:00","r","3309"
"2015-04-01 00:00:00","ruby","2493"
"2015-04-01 00:00:00","swift","3998"
"2015-05-01 00:00:00","assembly","365"
"2015-05-01 00:00:00","c","3506"
"2015-05-01 00:00:00","c#","13293"
"2015-05-01 00:00:00","c++","6780"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18423"
"2015-05-01 00:00:00","javascript","22023"
"2015-05-01 00:00:00","perl","525"
"2015-05-01 00:00:00","php","14453"
"2015-05-01 00:00:00","python","11165"
"2015-05-01 00:00:00","r","3407"
"2015-05-01 00:00:00","ruby","2498"
"2015-05-01 00:00:00","swift","3778"
"2015-06-01 00:00:00","assembly","264"
"2015-06-01 00:00:00","c","3151"
"2015-06-01 00:00:00","c#","13473"
"2015-06-01 00:00:00","c++","6489"
"2015-06-01 00:00:00","delphi","386"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17735"
"2015-06-01 00:00:00","javascript","22500"
"2015-06-01 00:00:00","perl","569"
"2015-06-01 00:00:00","php","14247"
"2015-06-01 00:00:00","python","11732"
"2015-06-01 00:00:00","r","3409"
"2015-06-01 00:00:00","ruby","2570"
"2015-06-01 00:00:00","swift","4310"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2801"
"2015-07-01 00:00:00","c#","14047"
"2015-07-01 00:00:00","c++","6670"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18574"
"2015-07-01 00:00:00","javascript","23841"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15246"
"2015-07-01 00:00:00","python","12256"
"2015-07-01 00:00:00","r","3969"
"2015-07-01 00:00:00","ruby","2577"
"2015-07-01 00:00:00","swift","5128"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","c","2564"
"2015-08-01 00:00:00","c#","13169"
"2015-08-01 00:00:00","c++","5853"
"2015-08-01 00:00:00","delphi","384"
"2015-08-01 00:00:00","go","445"
"2015-08-01 00:00:00","java","16996"
"2015-08-01 00:00:00","javascript","22042"
"2015-08-01 00:00:00","perl","551"
"2015-08-01 00:00:00","php","14132"
"2015-08-01 00:00:00","python","11178"
"2015-08-01 00:00:00","r","3489"
"2015-08-01 00:00:00","ruby","2307"
"2015-08-01 00:00:00","swift","5068"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c","3076"
"2015-09-01 00:00:00","c#","12878"
"2015-09-01 00:00:00","c++","5891"
"2015-09-01 00:00:00","delphi","356"
"2015-09-01 00:00:00","go","417"
"2015-09-01 00:00:00","java","16845"
"2015-09-01 00:00:00","javascript","21303"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13408"
"2015-09-01 00:00:00","python","10926"
"2015-09-01 00:00:00","r","3315"
"2015-09-01 00:00:00","ruby","2153"
"2015-09-01 00:00:00","swift","4531"
"2015-10-01 00:00:00","assembly","428"
"2015-10-01 00:00:00","c","3665"
"2015-10-01 00:00:00","c#","12745"
"2015-10-01 00:00:00","c++","7024"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18445"
"2015-10-01 00:00:00","javascript","21711"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13802"
"2015-10-01 00:00:00","python","12439"
"2015-10-01 00:00:00","r","3659"
"2015-10-01 00:00:00","ruby","2185"
"2015-10-01 00:00:00","swift","4282"
"2015-11-01 00:00:00","assembly","401"
"2015-11-01 00:00:00","c","3597"
"2015-11-01 00:00:00","c#","12335"
"2015-11-01 00:00:00","c++","7064"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17688"
"2015-11-01 00:00:00","javascript","21167"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13199"
"2015-11-01 00:00:00","python","12250"
"2015-11-01 00:00:00","r","3529"
"2015-11-01 00:00:00","ruby","1953"
"2015-11-01 00:00:00","swift","4306"
"2015-12-01 00:00:00","assembly","350"
"2015-12-01 00:00:00","c","3080"
"2015-12-01 00:00:00","c#","12093"
"2015-12-01 00:00:00","c++","6543"
"2015-12-01 00:00:00","delphi","315"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16473"
"2015-12-01 00:00:00","javascript","20990"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","php","13619"
"2015-12-01 00:00:00","python","11608"
"2015-12-01 00:00:00","r","3172"
"2015-12-01 00:00:00","ruby","2026"
"2015-12-01 00:00:00","swift","4360"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3032"
"2016-01-01 00:00:00","c#","12323"
"2016-01-01 00:00:00","c++","6083"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16554"
"2016-01-01 00:00:00","javascript","22424"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14439"
"2016-01-01 00:00:00","python","12310"
"2016-01-01 00:00:00","r","3525"
"2016-01-01 00:00:00","ruby","2140"
"2016-01-01 00:00:00","swift","4767"
"2016-02-01 00:00:00","assembly","346"
"2016-02-01 00:00:00","c","3266"
"2016-02-01 00:00:00","c#","12693"
"2016-02-01 00:00:00","c++","6534"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17766"
"2016-02-01 00:00:00","javascript","22365"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14775"
"2016-02-01 00:00:00","python","13215"
"2016-02-01 00:00:00","r","3576"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4734"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3430"
"2016-03-01 00:00:00","c#","13552"
"2016-03-01 00:00:00","c++","6992"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","592"
"2016-03-01 00:00:00","java","19790"
"2016-03-01 00:00:00","javascript","23975"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15001"
"2016-03-01 00:00:00","python","14021"
"2016-03-01 00:00:00","r","4036"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5055"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3346"
"2016-04-01 00:00:00","c#","13659"
"2016-04-01 00:00:00","c++","6868"
"2016-04-01 00:00:00","delphi","326"
"2016-04-01 00:00:00","go","601"
"2016-04-01 00:00:00","java","19397"
"2016-04-01 00:00:00","javascript","23340"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14353"
"2016-04-01 00:00:00","python","13586"
"2016-04-01 00:00:00","r","4115"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4733"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2715"
"2016-05-01 00:00:00","c#","13446"
"2016-05-01 00:00:00","c++","6110"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","577"
"2016-05-01 00:00:00","java","16933"
"2016-05-01 00:00:00","javascript","22885"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14336"
"2016-05-01 00:00:00","python","13065"
"2016-05-01 00:00:00","r","3788"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4396"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c","2290"
"2016-06-01 00:00:00","c#","13015"
"2016-06-01 00:00:00","c++","5691"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","546"
"2016-06-01 00:00:00","java","15862"
"2016-06-01 00:00:00","javascript","22056"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13537"
"2016-06-01 00:00:00","python","12866"
"2016-06-01 00:00:00","r","3852"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","swift","4779"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2340"
"2016-07-01 00:00:00","c#","11940"
"2016-07-01 00:00:00","c++","5443"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14877"
"2016-07-01 00:00:00","javascript","22088"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12827"
"2016-07-01 00:00:00","python","12774"
"2016-07-01 00:00:00","r","3739"
"2016-07-01 00:00:00","ruby","1895"
"2016-07-01 00:00:00","swift","4912"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2200"
"2016-08-01 00:00:00","c#","12679"
"2016-08-01 00:00:00","c++","5001"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","566"
"2016-08-01 00:00:00","java","15131"
"2016-08-01 00:00:00","javascript","22568"
"2016-08-01 00:00:00","perl","457"
"2016-08-01 00:00:00","php","12820"
"2016-08-01 00:00:00","python","12872"
"2016-08-01 00:00:00","r","3778"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","swift","4886"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2498"
"2016-09-01 00:00:00","c#","11059"
"2016-09-01 00:00:00","c++","5119"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14589"
"2016-09-01 00:00:00","javascript","20337"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12037"
"2016-09-01 00:00:00","python","12295"
"2016-09-01 00:00:00","r","3298"
"2016-09-01 00:00:00","ruby","1919"
"2016-09-01 00:00:00","swift","4838"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c","3197"
"2016-10-01 00:00:00","c#","11421"
"2016-10-01 00:00:00","c++","5951"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","529"
"2016-10-01 00:00:00","java","15253"
"2016-10-01 00:00:00","javascript","20347"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12158"
"2016-10-01 00:00:00","python","13460"
"2016-10-01 00:00:00","r","3770"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4720"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3253"
"2016-11-01 00:00:00","c#","11612"
"2016-11-01 00:00:00","c++","6046"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15586"
